surah,ayah,arabic_text,translation,footnotes
77,25,أَلَمۡ نَجۡعَلِ ٱلۡأَرۡضَ كِفَاتًا,"25, 26. பூமியை, (உங்களில்) உயிரோடு இருப்பவர்களுக்கும், மரணித்தவர்களுக்கும் இடமளிக்கக்கூடியதாக நாம் ஆக்கி வைக்கவில்லையா?",
77,26,أَحۡيَآءٗ وَأَمۡوَٰتٗا,"25, 26. பூமியை, (உங்களில்) உயிரோடு இருப்பவர்களுக்கும், மரணித்தவர்களுக்கும் இடமளிக்கக்கூடியதாக நாம் ஆக்கி வைக்கவில்லையா?",
77,27,وَجَعَلۡنَا فِيهَا رَوَٰسِيَ شَٰمِخَٰتٖ وَأَسۡقَيۡنَٰكُم مَّآءٗ فُرَاتٗا,27. அதில் உயர்ந்த மலைகளையும் நாம் அமைத்து (அவற்றிலிருந்து) மதுரமான நீரையும் உங்களுக்குப் புகட்டுகிறோம்.,
77,28,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,28. (நம் அருட்கொடைகளைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
77,29,ٱنطَلِقُوٓاْ إِلَىٰ مَا كُنتُم بِهِۦ تُكَذِّبُونَ,"29. ‘‘எ(ந்த நரகத்)தை நீங்கள் பொய்யாக்கிக் கொண்டிருந்தீர்களோ, அதன் பாலே நீங்கள் செல்லுங்கள்.",
77,30,ٱنطَلِقُوٓاْ إِلَىٰ ظِلّٖ ذِي ثَلَٰثِ شُعَبٖ,30. மூன்று கிளைகளையுடைய (நரகத்தின்) புகையின் நிழலின் பக்கம் நீங்கள் செல்லுங்கள்'' (என்றும் கூறப்படும்).,
77,31,لَّا ظَلِيلٖ وَلَا يُغۡنِي مِنَ ٱللَّهَبِ,31. அதில் (குளிர்ச்சிதரும்) நிழலுமிராது; உஷ்ணத்தைத் தணிக்கக்கூடிய எதுவுமிராது.,
77,32,إِنَّهَا تَرۡمِي بِشَرَرٖ كَٱلۡقَصۡرِ,"32. (எனினும்,) பெரிய மாளிகைகளைப்போன்ற நெருப்புக் கங்குகளை அது கக்கிக் கொண்டே இருக்கும்.",
77,33,كَأَنَّهُۥ جِمَٰلَتٞ صُفۡرٞ,33. அவை மஞ்சள் நிறமுள்ள (பெரிய) ஒட்டகங்களைப் போல் தோன்றும். ,
77,34,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,34. (இவற்றைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்! ,
77,35,هَٰذَا يَوۡمُ لَا يَنطِقُونَ,35. இது ஒரு நாளாகும். (இந்நாளில் எதுவுமே) அவர்கள் பேச சக்தி பெறமாட்டார்கள்.,
77,36,وَلَا يُؤۡذَنُ لَهُمۡ فَيَعۡتَذِرُونَ,"36. மேலும், புகல் கூறவும் அவர்களுக்கு அனுமதி கிடைக்காது.",
77,37,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,37. (இவற்றைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
77,38,هَٰذَا يَوۡمُ ٱلۡفَصۡلِۖ جَمَعۡنَٰكُمۡ وَٱلۡأَوَّلِينَ,"38. இதுவே தீர்ப்பு நாள். உங்களையும், (உங்களுக்கு) முன்னுள்ளோரையும் (விசாரணைக்காக) நாம் ஒன்று சேர்த்துவிடுவோம்.",
77,39,فَإِن كَانَ لَكُمۡ كَيۡدٞ فَكِيدُونِ,"39. ஆகவே, (அந்நாளில் அவர்களை நோக்கி, ‘‘தப்பித்துக் கொள்ள) நீங்கள் ஏதும் சூழ்ச்சி செய்யக் கூடுமானால் சூழ்ச்சி செய்து பாருங்கள்'' (என்றும் கூறப்படும்).",
77,40,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,40. (இதைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்.,
77,41,إِنَّ ٱلۡمُتَّقِينَ فِي ظِلَٰلٖ وَعُيُونٖ,"41. நிச்சயமாக இறையச்சமுடையவர்கள், நிச்சயமாக (அந்நாளில் சொர்க்கத்திலுள்ள மரங்களின்) நிழல்களிலும் (அதன் அடியில் உள்ள) ஊற்றுக்களிலும் இருப்பார்கள்.",
77,42,وَفَوَٰكِهَ مِمَّا يَشۡتَهُونَ,42. அவர்கள் விரும்பிய கனிவர்க்கங்கள் அவர்களுக்குண்டு.,
77,43,كُلُواْ وَٱشۡرَبُواْ هَنِيٓـَٔۢا بِمَا كُنتُمۡ تَعۡمَلُونَ,"43. (அவர்களை நோக்கி,) ‘‘நீங்கள் செய்து கொண்டிருந்த நன்மையின் காரணமாக, மிக தாராளமாக இவற்றைப் புசித்துப் பருகிக் கொண்டிருங்கள்'' (என்று கூறப்படும்).",
77,44,إِنَّا كَذَٰلِكَ نَجۡزِي ٱلۡمُحۡسِنِينَ,44. இவ்வாறே நன்மை செய்பவர்களுக்கு நிச்சயமாக நாம் கூலி கொடுப்போம்.,
77,45,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,45. (இதைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
77,46,كُلُواْ وَتَمَتَّعُواْ قَلِيلًا إِنَّكُم مُّجۡرِمُونَ,"46. (இதைப் பொய்யாக்குபவர்களே! இம்மையில்) நீங்கள் புசித்துச் சிறிது சுகமனுபவித்துக் கொள்ளுங்கள். எனினும், நிச்சயமாக நீங்கள் குற்றவாளிகள்தான்.",
77,47,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,47. (இறைவனின் வசனங்களைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
77,48,وَإِذَا قِيلَ لَهُمُ ٱرۡكَعُواْ لَا يَرۡكَعُونَ,"48. அவர்களை நோக்கி, ‘‘(இறைவன் முன்) நீங்கள் குனிந்து வணங்குங்கள்'' என்று கூறப்பட்டால், அவர்கள் குனிந்து வணங்கவே மாட்டார்கள்.",
77,49,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,49. (அவனுடைய இக்கட்டளையைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
77,50,فَبِأَيِّ حَدِيثِۭ بَعۡدَهُۥ يُؤۡمِنُونَ,"50. இதற்குப் பின்னர், எவ்விஷயத்தைத்தான் அவர்கள் நம்பிக்கை கொள்வார்களோ!",
