surah,ayah,arabic_text,translation,footnotes
45,14,قُل لِّلَّذِينَ ءَامَنُواْ يَغۡفِرُواْ لِلَّذِينَ لَا يَرۡجُونَ أَيَّامَ ٱللَّهِ لِيَجۡزِيَ قَوۡمَۢا بِمَا كَانُواْ يَكۡسِبُونَ,"(Оо, Мухаммад!) Ыйман келтирген адамдарга айт, Аллахтын (Акыреттеги) күндөрүн(өн эч нерсени) үмүт кылбагандарды кечиришсин. (Аллах Таала ал) коомду өз иштерине жараша (Акыретте) жазалашы үчүн.",
45,15,مَنۡ عَمِلَ صَٰلِحٗا فَلِنَفۡسِهِۦۖ وَمَنۡ أَسَآءَ فَعَلَيۡهَاۖ ثُمَّ إِلَىٰ رَبِّكُمۡ تُرۡجَعُونَ,"Ким жакшы иш жасаса, өзүнө пайда. Ким күнөө иш жасаса, өзүнө зыян. Кийин (баарыңар) Раббиңерге кайтарыласыңар.",
45,16,وَلَقَدۡ ءَاتَيۡنَا بَنِيٓ إِسۡرَٰٓءِيلَ ٱلۡكِتَٰبَ وَٱلۡحُكۡمَ وَٱلنُّبُوَّةَ وَرَزَقۡنَٰهُم مِّنَ ٱلطَّيِّبَٰتِ وَفَضَّلۡنَٰهُمۡ عَلَى ٱلۡعَٰلَمِينَ,"Биз аныгында Исраил урпактарына (Тоорат) китепти, өкүмдү жана пайгамбарлыкты берип, таза-адал нерселерден ырыс-насип жегизип (бардык) ааламдардан (адамдардан) абзел кылган элек.[1]","[1] Аллах таала Исраил урпактарын сыноо үчүн тандап алып, арасынан көп пайгамбарларды чыгарып, Фараондун зулумунан куткарып, асмандан «Манн-Сулва» деген бышкан куш эттеринен турган адал-ырыскы жаадырып аябай сынаган, сыноо үчүн тандап алган."
45,17,وَءَاتَيۡنَٰهُم بَيِّنَٰتٖ مِّنَ ٱلۡأَمۡرِۖ فَمَا ٱخۡتَلَفُوٓاْ إِلَّا مِنۢ بَعۡدِ مَا جَآءَهُمُ ٱلۡعِلۡمُ بَغۡيَۢا بَيۡنَهُمۡۚ إِنَّ رَبَّكَ يَقۡضِي بَيۡنَهُمۡ يَوۡمَ ٱلۡقِيَٰمَةِ فِيمَا كَانُواْ فِيهِ يَخۡتَلِفُونَ,"Жана аларга анык иш (Дин-Шарият) бердик. Алар өздөрүнө келген илимден кийин гана (Дин ишинде) талашып калышты, өз-ара көралбастыктан улам. Албетте, Раббиң Кыямат күнү алардын арасында талашкан нерселерине өкүм (ажырым) чыгарат.",
45,18,ثُمَّ جَعَلۡنَٰكَ عَلَىٰ شَرِيعَةٖ مِّنَ ٱلۡأَمۡرِ فَٱتَّبِعۡهَا وَلَا تَتَّبِعۡ أَهۡوَآءَ ٱلَّذِينَ لَا يَعۡلَمُونَ,Кийин Биз сени Динден болгон жолдун – Шарияттын үстүндө (жүрүүчү) кылдык. Эми ошону гана ээрчигин. Билбеген адамдардын каалоолорун ээрчибегин.,
45,19,إِنَّهُمۡ لَن يُغۡنُواْ عَنكَ مِنَ ٱللَّهِ شَيۡـٔٗاۚ وَإِنَّ ٱلظَّٰلِمِينَ بَعۡضُهُمۡ أَوۡلِيَآءُ بَعۡضٖۖ وَٱللَّهُ وَلِيُّ ٱلۡمُتَّقِينَ,"(Эгер аларды ээрчисең) Аллахтын эч бир азабын сенден кайтара алышпайт. Чынында, залымдар бири – бирине дос болушат. Аллах болсо такыба кишилердин досу.",
45,20,هَٰذَا بَصَٰٓئِرُ لِلنَّاسِ وَهُدٗى وَرَحۡمَةٞ لِّقَوۡمٖ يُوقِنُونَ,"Бул (Куран) адамдар үчүн акылчырак, туура жол жана анык ишенген элдер үчүн ырайым!",
45,21,أَمۡ حَسِبَ ٱلَّذِينَ ٱجۡتَرَحُواْ ٱلسَّيِّـَٔاتِ أَن نَّجۡعَلَهُمۡ كَٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ سَوَآءٗ مَّحۡيَاهُمۡ وَمَمَاتُهُمۡۚ سَآءَ مَا يَحۡكُمُونَ,"Же болбосо, күнөө иш кылган адамдар, Биз аларды ыйман келтирип, салих амал кылган адамдар сыяктуу (абзел кылышыбызды жана) өздөрүнүн жашоолору менен өлүмдөрү да (алардыкы менен) бир (даражада) болушун ойлоштубу? Кандай жаман өкүм чыгарышат!",
45,22,وَخَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضَ بِٱلۡحَقِّ وَلِتُجۡزَىٰ كُلُّ نَفۡسِۭ بِمَا كَسَبَتۡ وَهُمۡ لَا يُظۡلَمُونَ,"Аллах асмандар менен жерди Акыйкат менен жана эч бир жан(га) зулумдук кылынбаган абалда, өз ишине жараша жаза (же сыйлык) алышы үчүн жаратты.",
45,23,أَفَرَءَيۡتَ مَنِ ٱتَّخَذَ إِلَٰهَهُۥ هَوَىٰهُ وَأَضَلَّهُ ٱللَّهُ عَلَىٰ عِلۡمٖ وَخَتَمَ عَلَىٰ سَمۡعِهِۦ وَقَلۡبِهِۦ وَجَعَلَ عَلَىٰ بَصَرِهِۦ غِشَٰوَةٗ فَمَن يَهۡدِيهِ مِنۢ بَعۡدِ ٱللَّهِۚ أَفَلَا تَذَكَّرُونَ,"Сен өз (напсинин) каалосун кудай кылып алган жана (натыйжада) Аллах аны (хидаятка ылайык эмес экенин) билип, адаштырып койгон, кулагына, жүрөгүнө мөөр баскан жана көзүнө парда тосуп койгон адамды көрдүң беле? Аллахтан башка ким аны Туура Жолго баштай алмак?! Эсиңерге келбейсиңерби эми!",
45,24,وَقَالُواْ مَا هِيَ إِلَّا حَيَاتُنَا ٱلدُّنۡيَا نَمُوتُ وَنَحۡيَا وَمَا يُهۡلِكُنَآ إِلَّا ٱلدَّهۡرُۚ وَمَا لَهُم بِذَٰلِكَ مِنۡ عِلۡمٍۖ إِنۡ هُمۡ إِلَّا يَظُنُّونَ,"(Каапырлар) айтышат: «Ушул дүйнөдөгү жашообуздан башка жашоо жок. Өлөбүз, жашайбыз. Бизди заман(дын өтүшү) гана өлтүрөт (Аллах өлтүрбөйт)». Бул жөнүндө аларда илим жок. Алар болгону күмөнгө таянышат.",
45,25,وَإِذَا تُتۡلَىٰ عَلَيۡهِمۡ ءَايَٰتُنَا بَيِّنَٰتٖ مَّا كَانَ حُجَّتَهُمۡ إِلَّآ أَن قَالُواْ ٱئۡتُواْ بِـَٔابَآئِنَآ إِن كُنتُمۡ صَٰدِقِينَ,"Качан аларга биздин анык-далилдүү аяттарыбыз окуп берилсе «Эгер (кайра тирилүү бар» деген) сөзүңөрдө чынчыл болсоңор, бизге (өлүп кеткен) ата-бабаларыбызды (тирилтип) алып келгилечи?!» деген сөздөн башка «далилдери» болбойт.",
45,26,قُلِ ٱللَّهُ يُحۡيِيكُمۡ ثُمَّ يُمِيتُكُمۡ ثُمَّ يَجۡمَعُكُمۡ إِلَىٰ يَوۡمِ ٱلۡقِيَٰمَةِ لَا رَيۡبَ فِيهِ وَلَٰكِنَّ أَكۡثَرَ ٱلنَّاسِ لَا يَعۡلَمُونَ,"Айткын: «Силерге Аллах өмүр берет, кийин Өзү өлтүрөт. Андан соң күмөнсүз Кыямат күн үчүн баарыңарды чогултат. Бирок, (муну) көп адамдар билбейт.",
45,27,وَلِلَّهِ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يَوۡمَئِذٖ يَخۡسَرُ ٱلۡمُبۡطِلُونَ,Асмандар жана жердин мүлкү Аллахка таандык. Ал эми Кыямат болгон күндө жалганчылар зыян тартып калышат.,
45,28,وَتَرَىٰ كُلَّ أُمَّةٖ جَاثِيَةٗۚ كُلُّ أُمَّةٖ تُدۡعَىٰٓ إِلَىٰ كِتَٰبِهَا ٱلۡيَوۡمَ تُجۡزَوۡنَ مَا كُنتُمۡ تَعۡمَلُونَ,Жана сен (ал күнү) ар үммөттү чөгөлөгөн абалда көрөсүң. Ар бир үммөт өз китебине чакырылат. Ал күнү баарыңар кылмышыңарга жараша үлүш (жаза же сыйлык) аласыңар.,
45,29,هَٰذَا كِتَٰبُنَا يَنطِقُ عَلَيۡكُم بِٱلۡحَقِّۚ إِنَّا كُنَّا نَسۡتَنسِخُ مَا كُنتُمۡ تَعۡمَلُونَ,Бул Китебибиз силерге акыйкатты (гана) сүйлөйт. Биз силер жасаган иштерди (периштелерге) жаздыртып койгонбуз.,
45,30,فَأَمَّا ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ فَيُدۡخِلُهُمۡ رَبُّهُمۡ فِي رَحۡمَتِهِۦۚ ذَٰلِكَ هُوَ ٱلۡفَوۡزُ ٱلۡمُبِينُ,"Ал эми, ыйман келтирип, салих амал кылгандарды Раббиси Өз ырайымына алат. Бул анык жеңиш!",
45,31,وَأَمَّا ٱلَّذِينَ كَفَرُوٓاْ أَفَلَمۡ تَكُنۡ ءَايَٰتِي تُتۡلَىٰ عَلَيۡكُمۡ فَٱسۡتَكۡبَرۡتُمۡ وَكُنتُمۡ قَوۡمٗا مُّجۡرِمِينَ,"А бирок, каапыр болгон адамдар(га айтылат): «Силерге Менин аяттарым окуп берилбедиби?! Анан силер текеберленип, күнөөкөр коом болдуңар!",
45,32,وَإِذَا قِيلَ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞ وَٱلسَّاعَةُ لَا رَيۡبَ فِيهَا قُلۡتُم مَّا نَدۡرِي مَا ٱلسَّاعَةُ إِن نَّظُنُّ إِلَّا ظَنّٗا وَمَا نَحۡنُ بِمُسۡتَيۡقِنِينَ,"Силерге: «Аллахтын убадасы – акыйкат! Кыяматтын болушунда шек жок!» – деп, айтылганда, «Кыямат эмне экенин билбейм. («Болбой калышы да мүмкүн» деп) ойлоймун. Анык билбейбиз» - дегенсиңер.",
45,33,وَبَدَا لَهُمۡ سَيِّـَٔاتُ مَا عَمِلُواْ وَحَاقَ بِهِم مَّا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ,Алардын жасаган (күнөө) иштери анык билинди жана алардын башына өздөрү (дүйнөдө) мазактаган нерсе (тозок азабы) түштү.,
45,34,وَقِيلَ ٱلۡيَوۡمَ نَنسَىٰكُمۡ كَمَا نَسِيتُمۡ لِقَآءَ يَوۡمِكُمۡ هَٰذَا وَمَأۡوَىٰكُمُ ٱلنَّارُ وَمَا لَكُم مِّن نَّٰصِرِينَ,"Анан аларга айтылды: «(Дүйнө жашоосунда) ушул күнүңөрдү «унутуп койгонуңар» сыяктуу, бүгүн Биз дагы силерди «унутуп койобуз». Силердин жайыңар – тозок! Силерге эч кандай жардамчылар болбойт!",
45,35,ذَٰلِكُم بِأَنَّكُمُ ٱتَّخَذۡتُمۡ ءَايَٰتِ ٱللَّهِ هُزُوٗا وَغَرَّتۡكُمُ ٱلۡحَيَوٰةُ ٱلدُّنۡيَاۚ فَٱلۡيَوۡمَ لَا يُخۡرَجُونَ مِنۡهَا وَلَا هُمۡ يُسۡتَعۡتَبُونَ,"Мунун себеби, силер Аллахтын аяттарын мазактагансыңар жана силерди дүйнө жашоосу азгырып койгон. Эми бүгүн андан чыгарылбайсыңар. Жана артыңарга (дүйнөгө) да кайтарылбайсыңар!».[1]","[1] Анткени, алар азап-тозокту өз көздөрү менен көргөндө «Оо, Рабби бизди кайрадан дүйнөгө кайтарчы? Эми биз ыймандуу жашайбыз?!» деп жалдырашат."
45,36,فَلِلَّهِ ٱلۡحَمۡدُ رَبِّ ٱلسَّمَٰوَٰتِ وَرَبِّ ٱلۡأَرۡضِ رَبِّ ٱلۡعَٰلَمِينَ,"Аллахка – асмандардын Раббисине, жердин Раббисине жана бүт ааламдардын Раббисине мактоолор болсун!",
45,37,وَلَهُ ٱلۡكِبۡرِيَآءُ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۖ وَهُوَ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,"Асмандарда жана жерде (бүт) улуулук Аныкы! Ал –Кудуреттүү, Даанышман!",
