surah,ayah,arabic_text,translation,footnotes
85,11,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُمۡ جَنَّٰتٞ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۚ ذَٰلِكَ ٱلۡفَوۡزُ ٱلۡكَبِيرُ,ಸತ್ಯವಿಶ್ವಾಸಿಗಳು ಮತ್ತು ಸತ್ಕರ್ಮವೆಸಗಿದವರು ಯಾರೋ ಅವರಿಗೆ ತಳಭಾಗದಿಂದ ನದಿಗಳು ಹರಿಯುವ ಸ್ವರ್ಗೋದ್ಯಾನಗಳಿವೆ. ಅದೇ ಅತಿದೊಡ್ಡ ವಿಜಯ.,
85,12,إِنَّ بَطۡشَ رَبِّكَ لَشَدِيدٌ,ನಿಶ್ಚಯವಾಗಿಯೂ ನಿಮ್ಮ ಪರಿಪಾಲಕನ (ಅಲ್ಲಾಹನ) ಹಿಡಿತವು ಬಹಳ ಕಠೋರವಾಗಿದೆ.,
85,13,إِنَّهُۥ هُوَ يُبۡدِئُ وَيُعِيدُ,ಅವನೇ ಪ್ರಥಮ ಬಾರಿ ಸೃಷ್ಟಿಸುವವನು ಮತ್ತು ಎರಡನೇ ಬಾರಿ ಸೃಷ್ಟಿಸುವವನು.,
85,14,وَهُوَ ٱلۡغَفُورُ ٱلۡوَدُودُ,"ಅವನು ಕ್ಷಮಿಸುವವನು ಮತ್ತು, ಅತಿಯಾಗಿ ಪ್ರೀತಿಸುವವನು.",
85,15,ذُو ٱلۡعَرۡشِ ٱلۡمَجِيدُ,ಅವನು ಸಿಂಹಾಸನದ ಒಡೆಯನು ಮತ್ತು ಪರಮೋನ್ನತನು.,
85,16,فَعَّالٞ لِّمَا يُرِيدُ,ತಾನು ಬಯಸುವುದೆಲ್ಲವನ್ನೂ ಕಾರ್ಯರೂಪಕ್ಕೆ ತರುವವನು.,
85,17,هَلۡ أَتَىٰكَ حَدِيثُ ٱلۡجُنُودِ,ಸೈನ್ಯಗಳ ಸಮಾಚಾರವು ನಿಮಗೆ ತಲುಪಿದೆಯೇ?,
85,18,فِرۡعَوۡنَ وَثَمُودَ,ಫರೋಹ‍ ಮತ್ತು ಸಮೂದ್ ಗೋತ್ರದವರ (ಸಮಾಚಾರ).,
85,19,بَلِ ٱلَّذِينَ كَفَرُواْ فِي تَكۡذِيبٖ,ಆದರೆ ಸತ್ಯನಿಷೇಧಿಗಳು ನಿಷೇಧಿಸುತ್ತಲೇ ಇದ್ದಾರೆ.,
85,20,وَٱللَّهُ مِن وَرَآئِهِم مُّحِيطُۢ,ಅಲ್ಲಾಹು ಅವರನ್ನು ಎಲ್ಲಾ ದಿಕ್ಕುಗಳಿಂದ ಆವರಿಸಿಕೊಂಡಿದ್ದಾನೆ.,
85,21,بَلۡ هُوَ قُرۡءَانٞ مَّجِيدٞ,ಆದರೆ ಇದು ಮಹತ್ವಪೂರ್ಣ ಕುರ್‌ಆನ್ ಆಗಿದೆ.,
85,22,فِي لَوۡحٖ مَّحۡفُوظِۭ,ಇದನ್ನು ಸುರಕ್ಷಿತ ಫಲಕದಲ್ಲಿ ಬರೆದಿಡಲಾಗಿದೆ.,
