surah,ayah,arabic_text,translation,footnotes
78,12,وَبَنَيۡنَا فَوۡقَكُمۡ سَبۡعٗا شِدَادٗا, ئۈستۈڭلاردا مۇستەھكەم يەتتە ئاسماننى بىنا قىلدۇق[12].,
78,13,وَجَعَلۡنَا سِرَاجٗا وَهَّاجٗا, (سىلەر ئۈچۈن) يېنىپ تۇرغان چىراغنى (قۇياشنى) ياراتتۇق[13].,
78,14,وَأَنزَلۡنَا مِنَ ٱلۡمُعۡصِرَٰتِ مَآءٗ ثَجَّاجٗا, ئاشلىقلارنى، ئوت ـ چۆپلەرنى، دەرەخلىرى قويۇق باغچىلارنى ئۆستۈرۈش ئۈچۈن بۇلۇتلاردىن مول يامغۇر ياغدۇرۇپ بەردۇق[14ـ16].,
78,15,لِّنُخۡرِجَ بِهِۦ حَبّٗا وَنَبَاتٗا, ئاشلىقلارنى، ئوت ـ چۆپلەرنى، دەرەخلىرى قويۇق باغچىلارنى ئۆستۈرۈش ئۈچۈن بۇلۇتلاردىن مول يامغۇر ياغدۇرۇپ بەردۇق[14ـ16].,
78,16,وَجَنَّٰتٍ أَلۡفَافًا, ئاشلىقلارنى، ئوت ـ چۆپلەرنى، دەرەخلىرى قويۇق باغچىلارنى ئۆستۈرۈش ئۈچۈن بۇلۇتلاردىن مول يامغۇر ياغدۇرۇپ بەردۇق[14ـ16].,
78,17,إِنَّ يَوۡمَ ٱلۡفَصۡلِ كَانَ مِيقَٰتٗا, قىيامەت كۈنى ھەقىقەتەن (مۇكاپاتلاش ۋە جازالاش) ۋاقتىدۇر[17]. ,
78,18,يَوۡمَ يُنفَخُ فِي ٱلصُّورِ فَتَأۡتُونَ أَفۡوَاجٗا, ئۇ كۈنى سۇر چېلىنىدۇ، سىلەر توپ ـ توپ بولۇپ كېلىسىلەر[18].,
78,19,وَفُتِحَتِ ٱلسَّمَآءُ فَكَانَتۡ أَبۡوَٰبٗا,ئاسمان ئېچىلىپ نۇرغۇن ئىشىكلەر پەيدا بولىدۇ[19].,
78,20,وَسُيِّرَتِ ٱلۡجِبَالُ فَكَانَتۡ سَرَابًا, تاغلار ھەرىكەتلەندۈرۈلۈپ سەرابتەك بولۇپ قالىدۇ (يەنى تاغلار توزۇپ يىراقتىن قارىغۇچىغا سۇدەك تۇيۇلىدۇ)[20].,
78,21,إِنَّ جَهَنَّمَ كَانَتۡ مِرۡصَادٗا, جەھەننەم ھەقىقەتەن (كۇففارلارنى) كۈتۈپ تۇرىدۇ[21].,
78,22,لِّلطَّٰغِينَ مَـَٔابٗا,جەھەننەم، شۈبھىسىزكى، گۇناھكارلارنىڭ جايىدۇر[22].,
78,23,لَّٰبِثِينَ فِيهَآ أَحۡقَابٗا,ئۇلار جەھەننەمدە ئۇزاق مۇددەت قالىدۇ[23].,
78,24,لَّا يَذُوقُونَ فِيهَا بَرۡدٗا وَلَا شَرَابًا,ئۇلار جەھەننەمدە (جەھەننەمنىڭ ھارارىتىنى يىنىكلىتىلگەن) بىرەر سۆرۈنلۈككە ۋە (تەشنالىقنى قاندۇرىدىغان) بىرەر ئىچىملىككە ئېرىشەلمەيدۇ[24].,
78,25,إِلَّا حَمِيمٗا وَغَسَّاقٗا, ئۇلارنىڭ ئېرىشىدىغىنى پەقەت يۇقىرى ھارارەتلىك قايناقسۇ ۋە يىرىڭدىنلا ئىبارەت بولىدۇ[25]. ,
78,26,جَزَآءٗ وِفَاقًا,بۇ ئۇلارغا بېرىلىدىغان مۇۋاپىق جازادۇر. [26],
78,27,إِنَّهُمۡ كَانُواْ لَا يَرۡجُونَ حِسَابٗا, چۈنكى ئۇلار (قىلمىشلىرىدىن) ھېساب ئېلىنىشتىن قورقمايتتى[27],
78,28,وَكَذَّبُواْ بِـَٔايَٰتِنَا كِذَّابٗا,ھەمدە بىزنىڭ ئايەتلىرىمىزنى قاتتىق ئىنكار قىلاتتى[28].,
78,29,وَكُلَّ شَيۡءٍ أَحۡصَيۡنَٰهُ كِتَٰبٗا, ھەر نەرسىنى تولۇق خاتىرىلەپ قويغان ئىدۇق[29].,
78,30,فَذُوقُواْ فَلَن نَّزِيدَكُمۡ إِلَّا عَذَابًا,(ئۇلارغا ئېيتىمىزكى) «تېتىڭلار! سىلەرگە پەقەت ئازابنىلا زىيادە قىلىمىز»[30].,
78,31,إِنَّ لِلۡمُتَّقِينَ مَفَازًا,شۈبھىسىزكى، تەقۋادارلار نېمەتكە ئېرىشىدۇ[31].,
78,32,حَدَآئِقَ وَأَعۡنَٰبٗا,(ئۇ نېمەت) باغلار، ئۈزۈملەردۇر[32].,
78,33,وَكَوَاعِبَ أَتۡرَابٗا,تەڭتۇش قىزلاردۇر[33].,
78,34,وَكَأۡسٗا دِهَاقٗا,(شاراب بىلەن) تولدۇرۇلغان جاملاردۇر[34].,
78,35,لَّا يَسۡمَعُونَ فِيهَا لَغۡوٗا وَلَا كِذَّٰبٗا,ئۇلار جەننەتتە يالغان سۆز، بىھۇدە سۆز ئاڭلىمايدۇ[35].,
78,36,جَزَآءٗ مِّن رَّبِّكَ عَطَآءً حِسَابٗا, (ئەنە شۇلار) پەرۋەردىگارىڭنىڭ بەرگەن مۇكاپاتى، يېتەرلىك ئاتاسىدۇر[36].,
78,37,رَّبِّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا ٱلرَّحۡمَٰنِۖ لَا يَمۡلِكُونَ مِنۡهُ خِطَابٗا, ئۇ ئاسمانلارنىڭ، زېمىننىڭ ۋە ئۇلارنىڭ ئارىسىدىكى شەيئىلەرنىڭ پەرۋەردىگارىدۇر. ناھايىتى شەپقەتلىكتۇر. (ئۇ كۈندە ھېچ كىشى) ئۇنىڭغا سۆز قىلىشقا قادىر بولالمايدۇ[37].,
78,38,يَوۡمَ يَقُومُ ٱلرُّوحُ وَٱلۡمَلَٰٓئِكَةُ صَفّٗاۖ لَّا يَتَكَلَّمُونَ إِلَّا مَنۡ أَذِنَ لَهُ ٱلرَّحۡمَٰنُ وَقَالَ صَوَابٗا,جىبرىئىل ۋە پەرىشتىلەر سەپ بولۇپ تۇرۇپ كېتىدىغان كۈندە (يەنى قىيامەتتە)، ئۇلار(نىڭ ئارىسىدا) مېھرىبان ئاللاھنىڭ ئىزنىگە ئېرىشكەن ۋە توغرا سۆزنى قىلغانلاردىن باشقا ھېچ ئەھەدىنىڭ سۆز قىلىشىغا بولمايدۇ[38].,
78,39,ذَٰلِكَ ٱلۡيَوۡمُ ٱلۡحَقُّۖ فَمَن شَآءَ ٱتَّخَذَ إِلَىٰ رَبِّهِۦ مَـَٔابًا, ئەنە شۇ چوقۇم بولىدىغان كۈندۇر. كىمكى (ئىمان بىلەن، ياخشى ئەمەل بىلەن) پەرۋەردىگارىغا قايتىدىغان يولنى تۇتۇشنى خالىسا (تۇتسۇن)[39].,
78,40,إِنَّآ أَنذَرۡنَٰكُمۡ عَذَابٗا قَرِيبٗا يَوۡمَ يَنظُرُ ٱلۡمَرۡءُ مَا قَدَّمَتۡ يَدَاهُ وَيَقُولُ ٱلۡكَافِرُ يَٰلَيۡتَنِي كُنتُ تُرَٰبَۢا, بىز سىلەرنى ھەقىقەتەن (يۈز بېرىشى) يېقىن ئازابتىن (يەنى ئاخىرەت ئازابىدىن) ئاگاھلاندۇردۇق، ئۇ كۈندە كىشى ئىلگىرى قىلغان ئەمەللىرىنى كۆرىدۇ. كاپىر: «كاشكى مەن تۇپراق بولۇپ كەتكەن بولسامچۇ!» دەيدۇ[40].,
